id,trigger,conditions,script,text,options,notes
sdtuPostCadenNoTrust,DialogOptionSelected,$option == sdtu_postCadenNoTrust,FireAll SDTUPostCadenNoTrustOpts,"-No? -Macario se queda muy quieto-. Y por que no?

Esto no es lo que queria oir.",,
sdtuPostCadenNoTrustOptsA,SDTUPostCadenNoTrustOpts,$global.sdtu_knowMacarioWasLuddic,,,"sdtu_postCadenLuddic:""Caden me dijo que le criaron unos ludicos.""",
sdtuPostCadenNoTrustOptsB,SDTUPostCadenNoTrustOpts,,,,"sdtu_postCadenHydCadLie:""Hyder ha estado en contacto con Caden."" (mentira)",
sdtuPostCadenNoTrustOptsC,SDTUPostCadenNoTrustOpts,$global.sdtu_toldCadenHyderBacksMacario,,,"sdtu_postCadenToldCadHydForMac:""Le dije a Caden que Hyder apoya que usted ocupe el cargo de Ejecutor Supremo.""",
sdtuPostCadenNoTrustOptsD,SDTUPostCadenNoTrustOpts,$global.sdtu_setCadenOffAboutMacario,,,"sdtu_postCadenOverstepped:""Caden parecia tener la idea de que usted se ha extralimitado en su autoridad.""",
sdtuPostCadenNoTrustOptsE,SDTUPostCadenNoTrustOpts,$global.sdtu_toldCadenMacarioWantsToPuppet,,,"sdtu_postCadenPuppet:""Se le metio en la cabeza que usted pretende tratarlo como a una marioneta.""",
sdtu_postCadenHydCadLieA,DialogOptionSelected,"$option == sdtu_postCadenHydCadLie
$global.sdtu_toldMacarioHyderBacksCaden",,"""Lo tiene, verdad?"", dice el, disgustado. Pero no por usted.

""Si de verdad pretende apoyar a Caden, como ha sugerido anteriormente, entonces esta nueva alianza podria ser un problema"". Macario se reclina, frotandose las manos mientras piensa en voz alta.

""Hace falta una nueva historia. A Caden le encantan las historias, especialmente las que tratan sobre si mismo. Algo que los separe..."".",sdtu_postCaden2:Continuar,
sdtu_postCadenHydCadLieB,DialogOptionSelected,"$option == sdtu_postCadenHydCadLie
$global.sdtu_toldMacarioHyderBacksMacario","AdjustRepActivePerson VENGEFUL -1
$hate++","-Asi que lo ha hecho, eh? -dice el, disgustado. Posiblemente por ti.

-Anteriormente sugeriste que Hyder pretendia apoyar mi propio ascenso. Este... desarrollo me resulta extrano. Hyder es cualquier cosa menos voluble.

Sus ojos frios estan clavados en los tuyos, de algun modo, a traves de las comunicaciones.",sdtu_postCaden2:Continuar,
sdtu_postCadenHydCadLieC,DialogOptionSelected,"$option == sdtu_postCadenHydCadLie
$global.sdtu_toldMacarioHyderBacksHyder","AdjustRepActivePerson VENGEFUL -1
$hate++","-Asi que lo ha hecho, eh? -dice el, disgustado. Posiblemente por vuestra culpa.

-Si, como habeis sugerido anteriormente, Hyder pretende intentar una toma del poder, entonces traer a Caden seria un movimiento obvio para asegurar el apoyo de la Guardia del Leon.

-Sin embargo -sus ojos frios se clavan en vosotros, de algun modo, a traves de las comunicaciones-. Caden nunca apoyaria a Hyder por encima de si mismo. Y Hyder es incapaz del engano necesario para convencer a Caden, incluso si deseara organizar un acto de traicion monumental.

-Algo no encaja.",sdtu_postCaden2:Continuar,
sdtu_postCadenHydCadLieD,DialogOptionSelected,"$option == sdtu_postCadenHydCadLie
$global.sdtu_toldMacarioHyderWantsToDefect","$player.macarioMentionedOrcusRao = true
AdjustRepActivePerson VENGEFUL -1
$hate++","""Conque si, eh?"" dice, contrariado. Puede que con usted.

""Si, como ha sugerido antes, Hyder pretende desertar a la Hegemonia, entonces poner a Caden en mi contra seria una jugada obvia para maximizar el caos.""

""Sin embargo,"" sus ojos frios se clavan en usted, de algun modo, a traves de las comunicaciones. ""Si Hyder traicionara al Diktat, Caden acabaria acudiendo a mi. La jugada no cuadra; hasta Hyder, terca como es, puede verlo. Hasta la inteligencia de la Hegemonia -o Rao, si de verdad esta al mando de las operaciones contra el Diktat- podria verlo.""

""Algo. No encaja.""",sdtu_postCaden2:Continuar,
sdtu_postCadenHydCadLieE,DialogOptionSelected,$option == sdtu_postCadenHydCadLie,$player.macarioMentionedOrcusRao = true,"-Asi que lo ha hecho, eh? -dice el, disgustado.

-Si de verdad se trata de una nueva alianza -un desarrollo sorprendente por parte de esa mujer obstinada-, entonces esto podria ser un problema. -Macario se reclina, frotandose las manos mientras piensa en voz alta-.

-De donde ha salido esto? Intromision de la Hegemonia? Rao es capaz de hacerlo. Pero, a quien tiene infiltrado entre nosotros?",sdtu_postCaden2:Continuar,
sdtuPostCadenToldCadHydForMac,DialogOptionSelected,$option == sdtu_postCadenToldCadHydForMac,"AdjustRepActivePerson VENGEFUL -1
$hate++","Macario parece adolorido, como si le hubiera dado una migrana repentina.

-Por que... en el nombre del santo excremento de Ludd, bendito sea, diria algo tan estupido?

Se lleva las manos a los ojos, como para borrar tal necedad. No logras identificar bien el sonido que esta emitiendo.",sdtu_postCaden2:Continuar,
sdtuPostCadenOverstepped,DialogOptionSelected,$option == sdtu_postCadenOverstepped,"AdjustRepActivePerson VENGEFUL -1
$hate++","-Lo ha hecho, si? -Macario pone los ojos en blanco-. Solo puedo especular sobre donde descubrio semejante nocion ese pompado imbecil. Estoy seguro de que no pudo salir de su propia cabeza.

Se queda muy quieto por un momento. Sus ojos frios se centran en ti, de algun modo, a traves de las comunicaciones.

-Capitan. No haria usted... no, por supuesto que no. Pero...",sdtu_postCaden2:Continuar,
sdtuPostCadenPuppet,DialogOptionSelected,$option == sdtu_postCadenPuppet,"AdjustRepActivePerson VENGEFUL -1
$hate++","-Si es que lo ha hecho -dice, sin hacer una pregunta-. Dado que se con absoluta certeza que el marchito contenido del craneo correctamente formado de Caden es incapaz de un pensamiento original, surge una duda: de donde, de quien, recibio esta idea tan inquietante. -La lengua de Macario recorre el lateral de su boca-. Querido capitan.

Hace una pausa, con intencion.

Luego, entornando los ojos, toma aire para hablar.",sdtu_postCaden2:Continuar,
sdtuPostCadenTrustLie,DialogOptionSelected,$option == sdtu_postCadenTrustLie,FireAll SDTUPostCadenTrustLieOpts,"""Esplendido. Excelente"". El tono de Macario no coincide con sus palabras, como si estuviera decepcionado.

Necesita algo que sea plausible.",,
sdtuPostCadenTrustLieOptsA,SDTUPostCadenTrustLieOpts,$global.sdtu_knowMacarioWasLuddic,,,"sdtu_postCadenLuddic:""Caden me dijo que le criaron unos ludicos.""",
sdtuPostCadenTrustLieOptsB,SDTUPostCadenTrustLieOpts,!$global.sdtu_toldCadenMacarioBacksHyder ,,,"sdtu_postCadenLieBoring:""Le dije que usted esta decidido a acabar con sus rivales, sobre todo con Hyder.""",
sdtuPostCadenTrustLieOptsC,SDTUPostCadenTrustLieOpts,!$global.sdtu_toldCadenMacarioWantsToPuppet,,,"sdtu_postCadenLieSecretAdmire:""Le dije que usted admira en secreto su compromiso ideologico.""",
sdtuPostCadenTrustLieOptsD,SDTUPostCadenTrustLieOpts,!$global.sdtu_setCadenOffAboutMacario,,,"sdtu_postCadenToldCadHydForMac:""Le dije que usted encarna las virtudes andradanas y posee una lealtad incuestionable.""",
sdtuPostCadenNoTrustLie,DialogOptionSelected,$option == sdtu_postCadenNoTrustLie,FireAll SDTUPostCadenNoTrustLieOpts,"""No?"" Macario se queda muy quieto. ""Y por que no?""

Necesita algo plausible.",,
sdtuPostCadenNoTrustLieOptsA,SDTUPostCadenNoTrustLieOpts,$global.sdtu_knowMacarioWasLuddic,,,"sdtu_postCadenLuddic:""Caden me dijo que le criaron unos ludicos.""",
sdtuPostCadenNoTrustLieOptsB,SDTUPostCadenNoTrustLieOpts,!$global.sdtu_toldCadenMacarioBacksHyder ,,,"sdtu_postCadenHydCadLie:""Hyder tiene apoyo para ser ejecutor supremo. Eso dijo el.""",
sdtuPostCadenNoTrustLieOptsC,SDTUPostCadenNoTrustLieOpts,!$global.sdtu_setCadenOffAboutMacario,,,"sdtu_postCadenLieBoring:""El cree que usted no es de fiar en cuanto a lealtad a la, eh, ideologia de Philip Andrada.""",
sdtuPostCadenNoTrustLieOptsD,SDTUPostCadenNoTrustLieOpts,,,,"sdtu_postCadenOverstepped:""Se ha obsesionado con la idea de que usted quiere convertirse en Ejecutor Supremo.""",
sdtuPostCadenLieBoring,DialogOptionSelected,$option == sdtu_postCadenLieBoring,$player.macarioMentionedOrcusRao = true,"""Bueno, si, eso es evidentemente cierto y el deberia saberlo de sobra sin que un espacial de inusitada utilidad se lo senale.""

Macario suspira, irritado. ""Estoy rodeado, rodeado de idiotas,"" masculla.

""Capitan,"" se incorpora, hablando ahora con claridad. ""Supongo que si funciona, funciona. Me moriria de aburrimiento si no fuera por el ingenio de los fanaticos ludicos y las intromisiones de la Hegemonia. Conoce a Orcus Rao? Ah, menudo personaje. Un rival digno, creo yo. Concedame un momento, creo que la comparacion con usted le resultara divertida...""",sdtu_postCaden2:Continuar,
sdtuPostCadenLieSecretAdmire,DialogOptionSelected,$option == sdtu_postCadenLieSecretAdmire,AdjustRepActivePerson FRIENDLY 1,"Macario se lleva las manos a la frente como si de repente le hubiera dado un dolor de cabeza.

""Eso... es absurdo"". Baja las manos. ""Y el se lo creyo?"".

""Quiza soy simplemente demasiado inteligente como para situarme plenamente sin pasar por los procesos mentales de un necio tan testarudo y pomposo. Capitan"", levanta la vista, con el color regresando a su rostro, ""me asombra"".",sdtu_postCaden2:Continuar,
sdtuPostCadenLuddic,DialogOptionSelected,$option == sdtu_postCadenLuddic,$global.sdtu_toldMacarioKnowLuddic = true,"Algo se tensa en el rostro de Macario, pero finge naturalidad. Lo has descolocado.

-Ha dicho eso? -Suelta una risita y luego esboza una sonrisa-. El hombre debe de confiar en usted.

-Lo ve, capitan? Solo siga mi ejemplo y obtendra resultados. La gente no es tan compleja. Solo hay que saber donde... tirar.",sdtu_postCaden2:Continuar,
sdtuMacarioPostCadenGreetingEnraged,PickGreeting,"$id == macario score:1000
$sdtu_didCadenMeeting score:10
$global.sdtu_enragedCaden","BeginConversation macario
AdjustRepActivePerson VENGEFUL -2
$hate++
Call $global.sdtu_ref playMusicMacario","Tras una breve espera, Macario aparece ante ti.

""Oh, capitan, capitan, capitan. Eso no ha salido muy bien, verdad?"". Sacude la cabeza. ""No seguiste mi consejo, verdad?"".

Ahora se queda muy quieto. ""Intentaste ser listo, verdad? Ves lo que pasa cuando intentas ser listo? Lo unico que tenias que hacer era seguir las instrucciones"".

Los musculos bajo su piel se tensan y toma aire para hablar...",sdtu_postCaden2:Continuar,
sdtuPostCaden1,DialogOptionSelected,$option == sdtu_postCaden1,"AdjustRepActivePerson FRIENDLY 1
$player.macarioMentionedOrcusRao = true","-Todo consiste en construir las piezas de una historia, y con Caden tan ansioso por creer historias, e Hyder tan ansioso por seguir las reglas, vaya que mi trabajo es sencillo! -Junta las manos, satisfecho.

-Te digo, capitan, que me aburriria soberanamente si no fuera por la inventiva de los fanaticos de la Senda y la intromision de la Hegemonia. Conoces a Rao? Oh, es todo un personaje. Un oponente digno, creo. Concedeme un momento, creo que encontraras divertida la comparacion contigo... ",sdtu_postCaden2:Continuar,
sdtuPostCadenInterruption,DialogOptionSelected,$option == sdtu_postCaden2,,"Algun tipo de alerta suena al lado de Macario. Levanta un dedo indicando que debes esperar y se aparta con una mirada fulminante.

Abre una comunicacion secundaria. ""Mas vale que esto sea muy importante"", dice, casi cantando.

Su expresion se relaja mientras procesa lo que le estan diciendo. Entonces, frunce el ceno. ""Recibido"", dice, y vuelve hacia ti con una sonrisa fragil.

""Debo pedirle un pequeno favor, querido capitan"".","sdtu_postCadenInt2:Dejarle hablar. 
sdtu_postCadenIntNotCheap:""Mis favores no salen baratos.""
sdtu_postCadenIntBegPlease:""Suplicar? Por favor, continua.""",
sdtuPostCadenIntNotCheap,DialogOptionSelected,$option == sdtu_postCadenIntNotCheap,"$option = sdtu_postCadenIntBegPlease
FireBest DialogOptionSelected",,,
sdtuPostCadenIntBegPlease,DialogOptionSelected,$option == sdtu_postCadenIntBegPlease,"$hate++
AdjustRepActivePerson VENGEFUL -1
$option = sdtu_postCadenInt2
FireBest DialogOptionSelected","La fachada de una sonrisa se vuelve mas fina, algo delicado, como el filo de una navaja.",,
sdtuPostCadenInt2,DialogOptionSelected,$option == sdtu_postCadenInt2,"SetTextHighlights ""punto de salto en el confin""
AddTextSmall ""Se recibio una frecuencia de transpondedor secreta"" highlight
Call $global.sdtu_ref endMusic","Macario cierra los ojos por un momento. ""Ha surgido un asunto de gran urgencia e interes. Necesito que realice una interceptacion rapida hacia la ubicacion de este transpondedor, entrando por el punto de salto del confin. Uno de mis, eh, agentes que ha estado trabajando en el espacio de Tri-Tachyon esta siendo perseguido. Poseen informacion de un valor enorme"".

""Su recompensa, tras asegurar la integridad de esta informacion y, secundariamente, de este agente, sera proporcional al valor de dicha informacion"".

Respira hondo. ""Ese valor es inmenmo"".",sdtu_postCadenEnd:Continuar,
sdtuPostCadenEnd,DialogOptionSelected,$option == sdtu_postCadenEnd,"$global.sdtu_emergencyIntercept = true
Call $global.sdtu_ref updateStage
unset $global.sdtu_reportToMacario2
Call $global.sdtu_ref spawnDebris
Call $global.sdtu_ref resumeMusic","-Vete ahora. -Baja la mirada, frotandose una mano con la otra, con una preocupacion genuina reflejada en su expresion.","sdtu_postCadenEndWhat:""Que tiene de importante esta informacion?""
cutCommLink:Cortar la comunicacion",
sdtuPostCadenEndWhat,DialogOptionSelected,$option == sdtu_postCadenEndWhat,AdjustRepActivePerson VENGEFUL -1,"-No hay tiempo -grune-. Vete!

La conexion se corta por su parte.",cutCommLink:Cortar la comunicacion,
try to talk to Macario during EMERGENCY_INTERCEPT,,,,,,
sdtuPostCadenPreInterceptTryTalk,PickGreeting,"$id == macario score:1000
Call $global.sdtu_ref updateData
$sdtu_stage == EMERGENCY_INTERCEPT",FireAll Populate Options,Las comunicaciones no obtienen respuesta. El emblema del ministerio de seguridad interna del Diktat Sindriano gira lentamente.,,
# SDTU step 9: EMERGENCY_INTERCEPT,,,,,,
sdtuDebrisOpen,OpenInteractionDialog,"$sdtuAgentDebris score:1000
Call $global.sdtu_ref updateData
$sdtu_stage == EMERGENCY_INTERCEPT","ShowDefaultVisual
SalvageEntity descDebris
#SalvageGenFromSeed
#FireBest SalvageCheckHostile","Vuestro oficial de sensores inspecciona el campo de escombros muertos y en proceso de enfriamiento; los escaneos sumarios indican que no hay trajes de vacio activos ni compartimentos de naves intactos. El agente de Macario esta, casi con toda seguridad, muerto.

El transpondedor, sin embargo, sigue vivo; apenas.

Un dron de rescate recupera la parte superior de un cadaver quemado y destrozado. Vuestro jefe de operaciones extrae personalmente el nucleo de datos intacto, con un simple giro de unas pinzas.

Espera vuestra inspeccion.",sdtu_debrisData0:Inspeccionar el nucleo,
sdtuDebrisData0,DialogOptionSelected,$option == sdtu_debrisData0,,"Su oficial de tecnologia limpia rapidamente el nucleo y establece una interfaz de campo electromagnetico de corto alcance.

No tarda mucho en llegar un informe: el contenido del sistema de archivos del nucleo esta cifrado, como era de esperar, con lo mejor de Tri-Tachyon.

Sin embargo, hay metadatos legibles.",sdtu_debrisData1:Ver los metadatos,
sdtuDebrisData1,DialogOptionSelected,$option == sdtu_debrisData1,"Call $global.sdtu_ref playMusicSons
AddTextSmall ""ANDRADA-PERSEUS"" highlight
AddTextSmall ""ANDRADA-HERCULES"" highlight
AddTextSmall ""ANDRADA-JASON"" highlight
AddTextSmall ""ANDRADA-HECTOR"" highlight
AddTextSmall ""ANDRADA-ACHILLES"" highlight
AddTextSmall ""ANDRADA-LEONIDAS"" highlight
AddTextSmall ""ANDRADA-PERICLES"" highlight",,sdtu_debrisData2:Continuar,
sdtuDebrisData2,DialogOptionSelected,$option == sdtu_debrisData2,,"-Es dificil de decir -tu oficial tecnico parece dubitativo-. Me refiero a Andrada. Una lista de nombres? Diria que es algun tipo de familia, pero no coincide con nada en el archivo demografico publico de Philip Andrada.

-Pero, este... todo se reduce a los metadatos. Si examina eso, todos los archivos cifrados se crearon en un periodo de aproximadamente un mes alla por el ciclo 182. Y luego, todos ellos, excepto ANDRADA-PERSEUS, se han actualizado hace apenas una semana.","sdtu_debrisData3:""Que le paso a Perseus?""",
sdtuDebrisData3,DialogOptionSelected,$option == sdtu_debrisData3,,"""O lo que no ocurrio"", tu oficial tecnico levanta la vista y, nervioso por parecer impertinente, continua rapidamente.

""Perseus se actualizo por ultima vez cerca del final del ciclo 205. Como si, bueno, como si una senal de telemetria se hubiera interrumpido. O se hubiera perdido el contacto"".","sdtu_debrisData4:""O alguien murio.""",
sdtuDebrisData4,DialogOptionSelected,$option == sdtu_debrisData4,"Call $global.sdtu_ref makeDerbisUnimportant
$global.sdtu_deliverNews = true
Call $global.sdtu_ref updateStage
unset $global.sdtu_emergencyIntercept
Call $global.sdtu_ref makeMercHostile","Tu oficial de tecnologia asiente ante la implicacion.

-Probare los descifradores estandar con la tarea de desencriptacion, pero, en teoria, es imposible que lo logre antes del fin del universo. Si quiere leer estos archivos, vamos a necesitar otra forma de entrar.

Se han realizado copias de seguridad de los archivos.

En que se habra metido Macario?",sdtu_debrisDataEnd:Irse,
sdtuDebrisData4heg,DialogOptionSelected,"$option == sdtu_debrisData4
$player.fcm_faction == hegemony","Call $global.sdtu_ref makeDerbisUnimportant
$global.sdtu_deliverNews = true
Call $global.sdtu_ref updateStage
unset $global.sdtu_emergencyIntercept","Tu oficial de tecnologia asiente ante la implicacion.

-Probare los descifradores estandar con la tarea de desencriptacion, pero, en teoria, es imposible que lo logre antes del fin del universo. Si quiere leer estos archivos, vamos a necesitar otra forma de entrar.

Se han realizado copias de seguridad de los archivos.

En que se habra metido Macario?",sdtu_debrisDataEnd:Irse,
sdtuDebrisDataEnd,DialogOptionSelected,$option == sdtu_debrisDataEnd,"Call $global.sdtu_ref resumeMusic
DismissDialog",,,
"# SDTU merc fleet, pre-debris",,,,,,
sdtuMercEncounter,BeginFleetEncounter,"$sdtu_merc score:1000
!$encounteredAlready
Call $global.sdtu_ref updateData
$sdtu_stage == EMERGENCY_INTERCEPT","$encounteredAlready = true
FleetDesc
HailPlayer",,,
sdtuMercGreeting,OpenCommLink,"$entity.sdtu_merc score:1000
Call $global.sdtu_ref updateData
$sdtu_stage == EMERGENCY_INTERCEPT",FireAll SDTUMercOptions,"Se abre la comunicacion.

""Flota independiente"", dice el mercenario con un profesionalismo aburrido. ""Me han contratado para llevar a cabo una operacion que aun esta en curso. Debe abandonar este volumen de inmediato"".",,
sdtuMercOptionsB,SDTUMercOptions,$player.fcm_faction == sindrian_diktat,,,"sdtu_mercSDCom1:""Esta usted en espacio del Diktat Sindriano! Aqui mando yo.""",
sdtuMercOptionsC,SDTUMercOptions,,,,"sdtu_mercReact1whatDoing:""Que esta haciendo?""",
sdtuMercOptionsD,SDTUMercOptions,,,,"sdtu_mercReact1meetShip:""Esperaba encontrarme aqui con una nave o una flota.""",
sdtuMercOptionsE,SDTUMercOptions,,,,"sdtu_mercReact1whoWork:""Para quien trabajas?""",
sdtuMercOptionsF,SDTUMercOptions,,,,"sdtu_mercReact1debris:""Debo investigar ese campo de escombros.""",
sdtuMercOptionsG,SDTUMercOptions,,,,"sdtu_mercReact1onMyWay:""Ya me voy, entonces.""",
sdtuMercOptionsH,SDTUMercOptions,,,,cutCommLink:Cortar la comunicacion,
sdtuMercOptionsA,SDTUMercOptions,$player.fcm_faction == hegemony,"$option = sdtu_mercHegReact1 0
FireBest DialogOptionSelected",,,
sdtuMercSDCom1,DialogOptionSelected,$option == sdtu_mercSDCom1,RemoveOption sdtu_mercSDCom1,"El/la mercenario arquea las cejas y se toma un momento para consultar una pantalla secundaria, como para confirmar lo que dice.

""Ya veo"", dice. ""Muy inconveniente. Aun asi, debo insistir"".",,
sdtuMercReact1whatDoing,DialogOptionSelected,$option == sdtu_mercReact1whatDoing,RemoveOption sdtu_mercReact1whatDoing,"$HeOrShe hace una pausa un momento y luego dice con cautela: ""...solicito... que se mantengan alejados del campo de escombros cercano hasta que se haya dispersado"".",,
sdtuMercReact1meetShip,DialogOptionSelected,$option == sdtu_mercReact1meetShip,RemoveOption sdtu_mercReact1meetShip,"-Mm -$heOrShe parece un poco incomodo.

-Entonces sugeriria que quedarse esperando no sera un uso productivo del tiempo.",,
sdtuMercReact1whoWork,DialogOptionSelected,$option == sdtu_mercReact1whoWork,RemoveOption sdtu_mercReact1whoWork,-Ah -$heOrShe frunce el ceno-. Mis parametros de mision me impiden revelar la identidad de mi empleador. Hay una clausula de penalizacion enorme.,,
sdtuMercReact1onMyWay,DialogOptionSelected,$option == sdtu_mercReact1onMyWay,"MakeOtherFleetNonHostile sdtu true
$entity.ignorePlayerCommRequests = true","""Que arda tu luz... y muy lejos"", dice $heOrShe.",cutCommLink:Cortar la comunicacion,
sdtuMercReact1debris,DialogOptionSelected,$option == sdtu_mercReact1debris,,"-No debe hacerlo -dice el mercenario sin parpadear-.

-Le informo ahora de que se me ha encomendado el uso de fuerza letal para asegurar que los restos permanezcan intactos.","sdtu_mercReact1onMyWay:""Entonces, me marcho.""
sdtu_mercUseForce:""Entonces usa la fuerza para detenerme.""",
sdtuMercReactWeaker,DialogOptionSelected,"$option == sdtu_mercUseForce
$entity.relativeStrength < 0","MakeOtherFleetGoAway true
MakeOtherFleetNonHostile sdtu true
$entity.ignorePlayerCommRequests = true","El mercenario cierra $hisOrHer ojos con un suspiro. -Me has puesto en una posicion dificil y, lo que es peor, potencialmente muy costosa, capitan.

-Por favor, no menciones este incidente a nadie.

La comunicacion se corta. Tu oficial tactico te informa de que la flota del mercenario parece estar retirandose.",cutCommLink:Cortar la comunicacion,
sdtuMercReactStronger,DialogOptionSelected,"$option == sdtu_mercUseForce
$entity.relativeStrength >= 0",$entity.ignorePlayerCommRequests = true,"-Como quieras -dice el mercenario, y luego corta la senal.",cutCommLinkNoText:Cortar la comunicacion,
sdtuMercHegReact1,DialogOptionSelected,$option == sdtu_mercHegReact1,,"$HeOrShe se lleva un dedo al oido y se incorpora como si $heOrShe hubiera recibido una noticia importante. ""Un momento, usted es $playerName. Auxiliar comisionado de la Hegemonia?"".

""Mis disculpas, capitan. Tengo ordenes especificas de no interferir en sus actividades y..."" $heOrShe comprueba de nuevo un datapad, ""...parece que debo, eh, prestar asistencia en la medida en que no comprometa mi mision"".","sdtu_mercHegReact1whatDoing:""Que esta haciendo?""
sdtu_mercHegReact1meetShip:""Esperaba encontrarme aqui con una nave o una flota.""
sdtu_mercHegReact1whoWork:""Para quien trabajas?""
sdtu_mercHegReact1onMyWay:""Entonces, me marcho.""",
sdtuMercHegReact1whatDoing,DialogOptionSelected,$option == sdtu_mercHegReact1whatDoing,RemoveOption sdtu_mercHegReact1whatDoing,"-Mis disculpas, pero mis ordenes son no proporcionar informacion operativa a ninguna parte externa, excepto en la medida en que sea necesario para llevar a cabo la mision. Aunque, por supuesto, su estatus ofrece una especie de laguna legal...-

$HeOrShe lo piensa un momento. -He atacado y destruido algunas naves que mi empleador queria destruidas. Debo asegurar que no haya supervivientes y no permitir ningun intento de rescate.-",,
sdtuMercHegReact1meetShip,DialogOptionSelected,$option == sdtu_mercHegReact1meetShip,RemoveOption sdtu_mercHegReact1meetShip,"""Mm"", $heOrShe parece incomodo. ""Si esperaba encontrarse con alguien en la pequena flota que acabo de destruir, eso nos pone en una posicion algo incomoda"".

""Negocios, ya sabe... Espero que no fuera alguien cercano"". El mercenario se encoge de hombros con torpeza.",,
sdtuMercHegReact1whoWork,DialogOptionSelected,$option == sdtu_mercHegReact1whoWork,"$global.sdtuHintedRaoInvolvement = true 0
RemoveOption sdtu_mercHegReact1whoWork","-Ah -$heOrShe frunce el ceno-. Se me exige especificamente no identificar a mi empleador. Parametros de la mision, ya ve.

El mercenario guina un ojo: -Pero estoy seguro de que un capitan astuto podria inferir datos importantes debido a la disposicion que se me ha ordenado mostrar hacia un capitan comisionado por la Hegemonia.

-Y debo decir -$heOrShe se estira y suelta un suspiro-, que la vida nocturna en el Complejo Ragnar es bastante decepcionante.",,
sdtuMercHegReact1onMyWay,DialogOptionSelected,$option == sdtu_mercHegReact1onMyWay,"MakeOtherFleetGoAway true
MakeOtherFleetNonHostile sdtu true
$entity.ignorePlayerCommRequests = true","El mercenario $post hace la senal de ""todo seguro"" de las operaciones en el vacio con su mano.

""Que ardan las estrellas y haya rutas rentables"".",cutCommLink:Cortar la comunicacion,
,,,,,,
"# SDTU merc fleet, post-debris",,,,,,
sdtuMercEncounterGotDebris,BeginFleetEncounter,"$sdtu_merc score:1000
!$encounteredAlready
Call $global.sdtu_ref updateData
$sdtu_stage == DELIVER_NEWS","$encounteredAlready = true
FleetDesc
HailPlayer",,,
#sdtuMercEncounterGotDebrisHeg,BeginFleetEncounter,"$sdtu_merc score:1000
!$encounteredAlready
$player.fcm_faction == hegemony
Call $global.sdtu_ref updateData
$sdtu_stage == DELIVER_NEWS","$encounteredAlready = true
FleetDesc
HailPlayer",,,
sdtuMercGreetingGotDebris,OpenCommLink,"$entity.sdtu_merc score:1000
Call $global.sdtu_ref updateData
$sdtu_stage == DELIVER_NEWS","MakeOtherFleetHostile sdtuMerc true
MakeOtherFleetAggressive sdtuMerc true
Call $entity.sdtu_ref makeUnimportant
$entity.ignorePlayerCommRequests = true","Las comunicaciones se abren con un suave timbre.

-$shipOrFleet independiente -dice el mercenario con un tono monotono y rutinario-, se me ha contratado para destruir cualquier nave o flota -$heOrShe hace una pausa cortes para que comprendas que tu eres precisamente una de esas naves o flotas-, que interfiera con el campo de escombros que acaba de saquear. Esta comunicacion no es una negociacion, sino simplemente una cuestion de cortesia profesional.

$HeOrShe muestra una sonrisa de atencion al cliente perfectamente insipida y luego corta la comunicacion.",cutCommLink:Cortar la comunicacion,
sdtuMercGreetingGotDebrisHeg,OpenCommLink,"$entity.sdtu_merc score:1000
$player.fcm_faction == hegemony
Call $global.sdtu_ref updateData
$sdtu_stage == DELIVER_NEWS","Call $entity.sdtu_ref makeUnimportant
$entity.ignorePlayerCommRequests = true","Las comunicaciones se abren con un suave timbre.

-$shipOrFleet independiente -dice el mercenario con un tono monotono y perentorio-, se me ha contratado para destruir cualquier nave o flota que interfiera con el campo de escombros que acabais de rescatar. Esta comunicacion no es una negociacion, sino mas bien...

El mercenario hace una pausa, llevandose un dedo al oido como si le estuvieran comunicando algo por un canal privado.

-Usted es $playerName -dice, mirandote de nuevo-. Auxiliar comisionado de la Hegemonia.","sdtu_mercGotDebrisHeg2:""Lo estoy."" 
sdtu_mercGotDebrisHeg2a:""Puedo suponer que este hecho cambia su disposicion?""",
sdtuMercGreetingGotDebrisHeg2a,DialogOptionSelected,$option == sdtu_mercGotDebrisHeg2a,"$option = sdtu_mercGotDebrisHeg2 0
FireBest DialogOptionSelected","-Puedes -admite $heOrShe, casi avergonzado.",,
sdtuMercGreetingGotDebrisHeg2,DialogOptionSelected,$option == sdtu_mercGotDebrisHeg2,,"-Mis disculpas, capitan. Tengo ordenes especificas de no interferir en sus actividades y... -$heOrShe comprueba de nuevo un datapad- parece que debo, em, prestar asistencia en la medida en que no comprometa mi mision.

-Me ha puesto en una situacion incomoda -el mercenario se frota la frente-. Pero supongo que simplemente debo dejarle marchar. Que arda su luz?","cutCommLink:""Que arda su luz.""",
